__ID__,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
1613,10.6,0.4,3.26,0.9928,120.0,42.0,0.035,1.5,0.49,0.14,8.0
1614,10.8,0.34,3.14,0.9958,131.0,40.0,0.035,11.7,0.49,0.29,8.0
1615,10.7,0.47,3.4,0.9932,140.0,42.0,0.047,1.6,0.49,0.19,7.5
1616,9.0,0.4,3.09,0.9957,206.0,61.0,0.045,7.3,0.49,0.34,6.9
1617,9.2,0.52,3.22,0.9937,143.0,17.0,0.065,1.6,0.49,0.2,6.2
1618,8.5,0.48,3.14,0.9982,243.0,53.0,0.045,13.3,0.49,0.37,6.4
1619,11.3,0.36,3.41,0.9928,128.0,31.0,0.028999999999999998,6.0,0.49,0.22,6.2
1620,11.3,0.32,3.03,0.9919,87.0,28.0,0.027000000000000003,3.2,0.49,0.26,7.8
1621,9.4,0.34,3.13,0.9956,131.0,17.0,0.05,1.6,0.49,0.32,8.9
1622,8.7,0.37,3.11,0.9957,169.0,16.0,0.045,7.7,0.49,0.44,6.5
1623,9.4,0.36,3.36,0.9954,118.0,22.0,0.053,5.9,0.49,0.14,7.0
1624,10.5,0.51,3.09,0.993,131.0,46.0,0.039,1.0,0.49,0.17,9.0
1625,9.7,0.53,3.38,0.9954,161.0,37.0,0.037000000000000005,6.4,0.49,0.26,6.4
1626,10.2,0.44,3.31,0.9987,195.0,52.0,0.048,10.4,0.49,0.22,9.0
1627,9.4,0.34,3.13,0.9956,131.0,17.0,0.05,1.6,0.49,0.32,8.9
1628,11.5,0.35,3.19,0.9928,108.0,14.0,0.057,3.5,0.49,0.2,8.2
1629,9.6,0.31,2.94,0.9951,98.0,21.0,0.047,7.7,0.24,0.15,7.8
1630,11.4,0.7,3.23,0.993,121.0,6.0,0.053,1.8,0.24,0.25,6.9
1631,11.5,0.35,3.19,0.9928,108.0,14.0,0.057,3.5,0.49,0.2,8.2
1632,12.2,0.58,3.41,0.9926,111.0,28.0,0.040999999999999995,6.5,0.49,0.28,7.1
1633,11.0,0.38,3.2,0.9938,110.0,15.0,0.037000000000000005,6.7,0.49,0.19,7.4
1634,9.2,0.52,3.03,1.0001,228.0,50.0,0.048,16.8,0.49,0.25,8.3
1635,10.2,0.45,3.26,0.9933,126.0,21.0,0.035,1.6,0.74,0.14,7.5
1636,10.0,0.33,3.21,0.9952,149.0,29.0,0.043,7.0,0.49,0.49,7.8
1637,9.7,0.48,3.13,0.9934,160.0,43.0,0.042,1.2,0.49,0.12,8.1
1638,9.2,0.51,2.96,0.9988,220.0,42.0,0.239,13.0,0.49,0.47,7.6
1639,10.5,0.39,3.1,0.993,105.0,26.0,0.042,3.8,0.49,0.22,7.9
1640,10.0,0.33,3.21,0.9952,149.0,29.0,0.043,7.0,0.49,0.49,7.8
1641,10.1,0.52,3.27,0.9948,151.0,42.0,0.054000000000000006,7.5,0.49,0.22,6.4
1642,9.1,0.36,3.42,0.9998,134.0,50.0,0.057999999999999996,15.55,0.49,0.19,7.3
1643,10.2,0.57,3.09,0.9971,144.0,50.0,0.049,12.3,0.49,0.3,8.1
1644,9.1,0.36,3.42,0.9998,134.0,50.0,0.057999999999999996,15.55,0.49,0.19,7.3
1645,10.5,0.59,3.17,0.9962,149.0,50.0,0.048,9.4,0.49,0.24,7.5
1646,10.1,0.52,3.27,0.9948,151.0,42.0,0.054000000000000006,7.5,0.49,0.22,6.4
1647,12.1,0.28,3.05,0.99,99.0,20.0,0.036000000000000004,1.2,0.49,0.21,7.8
1648,10.2,0.59,3.4,0.9942,100.0,31.0,0.045,1.6,0.49,0.3,7.1
1649,9.4,0.52,3.65,0.9965,166.0,39.0,0.057999999999999996,1.6,0.49,0.26,6.9
1650,12.8,0.67,3.08,0.9912,131.0,27.0,0.044000000000000004,3.95,0.49,0.31,7.6
1651,9.0,0.58,3.12,0.9978,209.0,48.0,0.076,12.8,0.74,0.42,6.4
1652,10.9,0.36,3.24,0.9928,118.0,29.0,0.044000000000000004,1.0,0.49,0.29,8.2
1653,8.8,0.38,3.15,1.0103,176.0,35.0,0.053,31.6,0.28,0.33,7.9
1654,9.0,0.38,3.11,0.9956,184.0,19.0,0.052000000000000005,7.4,0.49,0.46,6.6
1655,10.2,0.59,3.09,0.9936,142.0,27.0,0.046,1.3,0.49,0.28,7.8
1656,9.2,0.48,3.19,0.9929,98.0,21.0,0.048,1.1,0.49,0.15,5.8
1657,11.3,0.58,3.26,0.9966,162.0,34.0,0.06,7.8,0.49,0.4,7.8
1658,8.8,0.45,3.12,0.9964,220.0,52.0,0.05,7.7,0.49,0.31,6.6
1659,9.3,0.4,3.16,0.996,217.0,53.0,0.049,7.7,0.49,0.325,6.6
1660,9.4,0.45,3.17,0.9959,217.0,62.0,0.049,7.8,0.49,0.27,6.6
1661,10.3,0.4,3.23,0.9954,191.0,54.0,0.047,8.3,0.49,0.26,6.7
1662,10.8,0.42,2.92,0.9914,114.0,30.0,0.047,1.4,0.49,0.21,6.7
1663,8.8,0.38,3.15,1.0103,176.0,35.0,0.053,31.6,0.28,0.33,7.9
1664,9.0,0.58,3.27,1.0004,177.0,32.0,0.059000000000000004,15.4,0.46,0.28,8.1
1665,11.5,0.51,3.41,0.9911,114.0,48.0,0.036000000000000004,1.0,0.37,0.13,6.5
1666,10.8,0.43,3.25,0.9938,84.0,8.0,0.04,1.0,0.56,0.445,7.8
1667,11.8,0.51,2.95,0.9927,128.0,33.0,0.055,5.9,0.34,0.39,8.8
1668,10.5,0.38,3.12,0.9922,72.0,20.0,0.033,1.2,0.33,0.18,7.9
1669,9.9,0.44,3.14,0.9924,124.0,10.0,0.036000000000000004,1.2,0.38,0.31,7.1
1670,9.8,0.56,3.2,0.9963,160.0,33.0,0.046,6.7,0.18,0.24,7.8
1671,11.4,0.42,3.4,0.9936,87.0,27.0,0.027999999999999997,6.5,0.3,0.35,7.0
1672,9.3,0.38,3.2,0.9951,168.0,41.0,0.138,4.8,0.31,0.26,6.6
1673,9.3,0.38,3.2,0.9951,163.0,35.0,0.13699999999999998,5.3,0.31,0.27,6.6
1674,10.3,0.44,3.3,0.9955,188.0,82.0,0.046,8.9,0.29,0.22,6.8
1675,8.9,0.47,3.17,0.9961,224.0,65.0,0.047,8.8,0.32,0.27,6.2
1676,11.4,0.42,3.4,0.9936,87.0,27.0,0.027999999999999997,6.5,0.3,0.35,7.0
1677,11.1,0.35,3.11,0.992,156.0,60.0,0.032,1.8,0.37,0.23,7.3
1678,10.4,0.45,3.36,0.9944,170.0,42.0,0.045,6.6,0.2,0.3,6.2
1679,10.1,0.43,3.33,0.9944,117.0,18.0,0.034,5.7,0.2,0.35,6.4
1680,9.0,0.55,3.22,1.0008,197.0,44.0,0.054000000000000006,18.35,0.34,0.32,7.6
1681,11.9,0.55,3.74,0.9962,212.0,49.0,0.046,10.0,0.3,0.31,6.3
1682,9.0,0.38,3.12,0.9986,205.0,55.0,0.055,14.4,0.28,0.25,7.2
1683,9.0,0.38,3.12,0.9986,205.0,55.0,0.055,14.4,0.28,0.25,7.2
1684,9.1,0.44,3.06,1.0,195.0,41.5,0.049,17.85,0.33,0.26,7.3
1685,9.0,0.38,3.12,0.9986,205.0,55.0,0.055,14.4,0.28,0.25,7.2
1686,10.0,0.72,3.46,0.9982,147.0,42.0,0.047,9.4,0.37,0.26,7.4
1687,9.1,0.44,3.06,1.0,195.0,41.5,0.049,17.85,0.33,0.26,7.3
1688,9.4,0.63,3.55,0.9949,216.0,118.5,0.040999999999999995,1.55,0.26,0.25,6.7
1689,11.4,0.55,3.27,0.9915,123.0,28.0,0.034,1.3,0.25,0.16,7.1
1690,9.7,0.45,3.11,0.9951,175.0,7.0,0.05,1.5,0.3,0.43,9.0
1691,9.0,0.38,3.12,0.9986,205.0,55.0,0.055,14.4,0.28,0.25,7.2
1692,11.8,0.49,3.28,0.9927,213.0,41.0,0.04,4.2,0.3,0.24,7.0
1693,10.2,0.41,3.25,0.9955,198.0,54.0,0.048,8.6,0.22,0.265,6.7
1694,9.2,0.42,3.37,0.9952,150.0,47.0,0.06,1.4,0.32,0.12,7.7
1695,11.0,0.4,3.25,0.9928,132.0,35.0,0.036000000000000004,3.0,0.33,0.21,7.2
1696,10.0,0.31,3.08,0.9982,190.0,47.0,0.040999999999999995,14.9,0.36,0.32,8.5
1697,12.2,0.37,3.32,0.9914,190.0,39.0,0.038,2.0,0.3,0.18,6.9
1698,11.8,0.49,3.28,0.9927,213.0,41.0,0.04,4.2,0.3,0.24,7.0
1699,11.6,0.43,3.38,0.9918,175.0,35.0,0.043,2.2,0.29,0.26,6.3
1700,10.2,0.61,3.44,0.9944,121.0,25.0,0.043,1.8,0.3,0.26,6.7
1701,10.3,0.46,3.14,0.9969,208.0,43.0,0.033,11.1,0.36,0.29,7.9
1702,8.6,0.35,3.25,0.9955,114.0,6.0,0.046,4.2,0.19,0.27,6.5
1703,9.6,0.44,3.16,0.9954,151.0,27.0,0.057999999999999996,6.4,0.42,0.33,6.7
1704,9.6,0.45,3.16,0.9955,148.0,25.0,0.057,6.4,0.42,0.31,6.7
1705,11.3,0.47,3.41,0.9921,127.0,32.0,0.035,1.5,0.31,0.25,6.6
1706,9.9,0.55,3.41,0.9934,157.0,38.0,0.038,1.5,0.22,0.24,6.4
1707,9.6,0.4,3.45,0.9998,179.0,48.0,0.055999999999999994,16.95,0.29,0.26,6.8
1708,10.6,0.6,3.36,0.9946,161.0,25.0,0.051,1.7,0.26,0.61,7.0
1709,9.8,0.39,3.44,0.9984,180.0,50.0,0.055,13.6,0.3,0.22,6.8
1710,10.5,0.47,3.08,0.9924,67.0,10.0,0.032,1.6,0.24,0.31,8.1
1711,10.8,0.51,3.24,0.9939,120.0,31.0,0.037000000000000005,6.1,0.3,0.2,7.0
1712,10.0,0.51,3.22,0.995,178.0,25.0,0.061,3.0,0.37,0.18,7.9
1713,10.1,0.49,3.3,0.9957,136.0,23.0,0.059000000000000004,6.2,0.27,0.34,6.6
1714,9.4,0.48,3.07,0.9953,116.0,35.0,0.12300000000000001,6.6,0.24,0.3,6.8
1715,11.5,0.59,3.32,0.9912,148.0,43.0,0.04,1.6,0.34,0.18,6.5
1716,10.8,0.5,3.26,0.9939,108.0,29.0,0.046,6.0,0.31,0.21,7.0
1717,9.9,0.43,3.1,0.9921,142.0,19.0,0.044000000000000004,1.5,0.32,0.27,6.8
1718,9.0,0.43,3.16,0.9954,178.0,28.0,0.05,1.7,0.33,0.2,9.3
1719,9.4,0.31,3.38,0.9933,69.0,24.0,0.043,1.8,0.27,0.23,5.8
1720,10.8,0.44,3.46,0.9941,180.0,30.0,0.044000000000000004,2.6,0.39,0.2,7.6
1721,10.9,0.45,3.5,0.995,190.0,24.0,0.052000000000000005,2.7,0.48,0.15,8.2
1722,12.0,0.38,3.24,0.9977,148.0,33.0,0.040999999999999995,19.5,1.0,0.4,7.5
1723,11.5,0.59,3.32,0.9912,148.0,43.0,0.04,1.6,0.34,0.18,6.5
1724,10.5,0.42,3.47,0.9945,122.0,31.0,0.055999999999999994,5.0,0.3,0.13,7.0
1725,9.3,0.37,3.29,0.9952,152.0,55.0,0.064,4.6,0.22,0.17,6.9
1726,11.8,0.44,3.23,0.9924,97.0,28.0,0.034,6.4,0.32,0.3,7.0
1727,10.0,0.36,3.48,0.9986,212.0,68.0,0.045,14.5,0.44,0.445,7.6
1728,9.4,0.48,3.07,0.9953,116.0,35.0,0.12300000000000001,6.6,0.24,0.3,6.8
1729,11.4,0.68,3.2,0.9939,138.0,45.0,0.036000000000000004,6.7,0.33,0.22,7.5
1730,10.4,0.3,2.94,0.9929,99.0,40.0,0.031,1.1,0.3,0.23,9.2
1731,9.5,0.37,3.36,0.9988,198.0,68.0,0.055,13.8,0.46,0.34,8.7
1732,11.9,0.32,3.14,0.9906,111.0,48.0,0.031,2.5,0.04,0.545,6.6
1733,11.1,0.45,2.99,0.9914,123.0,49.0,0.040999999999999995,1.1,0.31,0.3,8.1
1734,9.6,0.38,3.39,0.9978,185.0,50.0,0.057,9.6,0.3,0.16,6.9
1735,12.0,0.47,3.29,0.9928,178.0,56.0,0.042,4.6,0.36,0.32,8.0
1736,8.7,0.42,3.14,0.9948,104.0,15.0,0.052000000000000005,3.1,0.23,0.22,6.1
1737,9.6,0.38,3.39,0.9978,185.0,50.0,0.057,9.6,0.3,0.16,6.9
1738,10.0,0.44,3.24,0.9946,101.0,19.0,0.054000000000000006,1.8,0.38,0.15,7.5
1739,11.4,0.32,2.91,0.9908,55.0,4.0,0.032,1.05,0.29,0.29,8.4
1740,9.6,0.45,3.14,0.9954,150.0,23.0,0.061,6.5,0.47,0.37,6.6
1741,12.9,0.32,3.18,0.9906,152.0,28.0,0.038,2.0,0.4,0.38,7.7
1742,9.7,0.35,3.14,0.99705,142.0,47.0,0.039,14.9,0.23,0.25,6.3
1743,9.3,0.51,3.23,0.9982,169.0,33.0,0.042,10.0,0.36,0.3,8.3
1744,9.1,0.3,3.1,0.9932,136.0,52.0,0.133,1.1,0.58,0.22,6.6
1745,8.6,0.48,3.16,0.9977,238.0,46.0,0.053,12.0,0.31,0.34,6.1
1746,9.9,0.42,3.14,0.9940000000000001,87.0,33.0,0.05,4.8,0.29,0.22,7.5
1747,9.3,0.51,3.23,0.9982,169.0,33.0,0.042,10.0,0.36,0.3,8.3
1748,10.9,0.42,3.28,0.9929,102.0,20.0,0.044000000000000004,1.2,0.24,0.27,8.0
1749,10.2,0.43,3.2,0.9924,135.0,45.0,0.055999999999999994,1.5,0.27,0.17,6.1
1750,9.7,0.57,3.11,0.9966,174.0,44.0,0.045,10.4,0.3,0.18,7.4
1751,11.4,0.51,3.38,0.9921,153.0,40.0,0.046,2.5,0.28,0.16,6.7
1752,9.5,0.54,3.24,0.9967,197.0,53.0,0.045,12.3,0.44,0.255,6.1
1753,10.2,0.54,3.42,0.9934,141.0,43.0,0.049,1.4,0.25,0.23,7.4
1754,11.1,0.43,3.31,0.9914,93.0,33.0,0.042,2.2,0.28,0.16,6.4
1755,9.7,0.35,3.14,0.99705,142.0,47.0,0.039,14.9,0.23,0.25,6.3
1756,9.3,0.43,3.22,0.9961,202.0,54.0,0.053,8.0,0.25,0.27,6.7
1757,8.8,0.44,3.17,0.9967,215.0,56.0,0.055999999999999994,8.6,0.23,0.29,6.9
1758,10.6,0.46,2.8,0.9926,53.0,12.0,0.038,1.2,0.28,0.21,9.6
1759,9.3,0.44,3.17,0.99605,224.0,81.0,0.046,8.7,0.2,0.62,6.6
1760,10.2,0.35,3.31,0.99435,181.0,67.0,0.042,5.4,0.19,0.28,6.4
1761,10.2,0.51,3.16,0.9948,124.0,31.0,0.044000000000000004,5.7,0.28,0.3,8.0
1762,11.0,0.42,3.46,0.9916,98.0,20.0,0.037000000000000005,1.5,0.27,0.17,6.4
1763,9.6,0.5,3.4,0.997,112.0,18.0,0.037000000000000005,10.9,0.3,0.21,7.3
1764,9.3,0.43,3.22,0.9961,202.0,54.0,0.053,8.0,0.25,0.27,6.7
1765,8.8,0.44,3.17,0.9967,215.0,56.0,0.055999999999999994,8.6,0.23,0.29,6.9
1766,8.8,0.45,3.17,0.9961,209.0,56.0,0.054000000000000006,7.7,0.26,0.32,6.6
1767,8.9,0.69,3.28,0.9955,179.0,50.0,0.051,1.7,0.22,0.32,7.4
1768,10.0,0.38,3.17,0.9922,144.0,58.0,0.048,1.4,0.07,0.37,6.6
1769,12.2,0.56,3.16,0.9918,102.0,33.0,0.046,4.5,0.28,0.43,7.7
1770,10.9,0.42,3.04,0.9955,181.0,33.0,0.059000000000000004,9.9,0.26,0.39,7.8
1771,9.5,0.72,3.34,0.9941,141.0,40.0,0.040999999999999995,1.4,0.26,0.18,6.5
1772,10.9,0.43,3.04,0.9955,178.0,32.0,0.059000000000000004,9.5,0.26,0.4,7.8
1773,10.9,0.42,3.04,0.9955,181.0,33.0,0.059000000000000004,9.9,0.26,0.39,7.8
1774,10.8,0.4,3.16,0.9924,99.0,33.0,0.054000000000000006,3.0,0.28,0.19,6.9
1775,12.0,0.4,3.24,0.9973,135.0,28.0,0.03,19.6,1.0,0.49,7.7
1776,9.8,0.47,3.56,0.9990000000000001,163.0,42.0,0.069,14.0,0.35,0.25,6.6
1777,9.5,0.72,3.34,0.9941,141.0,40.0,0.040999999999999995,1.4,0.26,0.18,6.5
1778,11.0,0.69,3.42,0.9922,150.0,43.0,0.034,1.8,0.36,0.15,6.4
1779,11.0,0.69,3.42,0.9922,150.0,43.0,0.034,1.8,0.36,0.15,6.4
1780,9.8,0.38,3.24,0.9953,150.0,47.0,0.052000000000000005,5.4,0.31,0.17,8.4
1781,10.5,0.44,3.49,0.9945,200.0,13.0,0.051,1.8,0.37,0.32,6.1
1782,11.4,0.37,3.05,0.9945,142.0,73.0,0.034,9.25,0.26,0.21,8.5
1783,10.1,0.57,3.27,0.9957,100.0,17.0,0.067,1.5,0.4,0.45,8.7
1784,11.6,0.46,3.33,0.9932,127.0,54.0,0.038,6.8,0.29,0.24,6.7
1785,11.4,0.37,3.05,0.9945,142.0,73.0,0.034,9.25,0.26,0.21,8.5
1786,11.8,0.52,3.07,0.9913,115.0,29.0,0.04,2.6,0.26,0.33,7.4
1787,12.1,0.43,3.33,0.9909,158.0,50.0,0.033,2.1,0.3,0.26,7.2
1788,12.0,0.34,3.16,0.9939,122.0,37.0,0.035,7.6,0.29,0.36,8.2
1789,12.1,0.74,3.08,0.991,189.0,26.0,0.026000000000000002,1.6,0.24,0.2,7.8
1790,9.1,0.46,3.15,0.9954,176.0,26.0,0.042,1.4,0.3,0.16,9.4
1791,9.3,0.5,3.36,0.9943,117.0,25.0,0.054000000000000006,1.6,0.24,0.33,6.4
1792,10.4,0.53,3.2,0.993,153.0,21.0,0.055999999999999994,1.4,0.36,0.22,7.8
1793,9.1,0.64,3.27,1.0002,187.0,42.0,0.062,17.95,0.31,0.35,7.4
1794,9.4,0.54,3.32,0.9946,120.0,23.0,0.064,2.0,0.24,0.37,6.6
1795,9.6,0.47,3.16,0.9953,149.0,22.0,0.061,6.3,0.41,0.37,6.7
1796,12.0,0.62,3.19,0.9918,126.0,27.0,0.037000000000000005,1.4,0.32,0.37,7.1
1797,11.3,0.34,3.27,0.9936,128.0,37.0,0.039,9.05,0.27,0.25,6.9
1798,8.7,0.41,3.06,0.9984,173.0,56.0,0.073,15.4,0.29,0.23,6.8
1799,9.9,0.58,3.39,0.9956,162.0,35.0,0.04,7.1,0.21,0.26,6.4
1800,9.3,0.4,3.08,0.9966,191.0,57.0,0.049,10.2,0.22,0.3,7.6
1801,9.5,0.32,3.07,0.9942,67.0,14.0,0.042,1.6,0.23,0.16,9.4
1802,8.7,0.41,3.06,0.9984,173.0,56.0,0.073,15.4,0.29,0.23,6.8
1803,9.9,0.58,3.39,0.9956,162.0,35.0,0.04,7.1,0.21,0.26,6.4
1804,9.3,0.4,3.08,0.9966,191.0,57.0,0.049,10.2,0.22,0.3,7.6
1805,9.4,0.39,3.16,0.9974,119.0,29.0,0.065,12.4,0.39,0.33,7.5
1806,9.4,0.41,3.15,0.9944,116.0,9.0,0.046,3.4,0.2,0.38,7.6
1807,8.8,0.79,3.28,1.0008,184.0,60.0,0.053,15.0,0.43,0.2,8.8
1808,9.4,0.39,3.16,0.9974,119.0,29.0,0.065,12.4,0.39,0.33,7.5
1809,8.8,0.79,3.28,1.0008,184.0,60.0,0.053,15.0,0.43,0.2,8.8
1810,9.9,0.41,3.18,0.9928,184.0,39.0,0.049,1.5,0.21,0.36,6.6
1811,9.4,0.41,3.15,0.9944,116.0,9.0,0.046,3.4,0.2,0.38,7.6
1812,12.6,0.37,3.29,0.9908,72.0,24.0,0.042,4.8,0.24,0.46,5.6
1813,11.1,0.43,3.19,0.9917,110.0,18.0,0.038,1.2,0.38,0.15,7.2
1814,12.8,0.32,3.0,0.9911,100.0,31.0,0.03,4.1,0.29,0.42,8.2
1815,12.0,0.53,3.09,0.9912,164.0,10.0,0.038,2.8,0.35,0.3,6.8
1816,12.0,0.5,3.36,0.9953,131.0,34.0,0.028999999999999998,13.9,0.3,0.27,6.7
1817,9.2,0.34,3.19,0.9932,114.0,46.0,0.034,0.8,0.0,0.5,7.2
1818,12.3,0.44,3.38,0.9896,96.0,27.0,0.032,1.0,0.29,0.26,6.0
1819,13.0,0.41,3.19,0.9889,131.0,38.0,0.032,1.2,0.28,0.33,6.8
1820,12.0,0.53,3.09,0.9912,164.0,10.0,0.038,2.8,0.35,0.3,6.8
1821,10.9,0.38,3.07,0.9926,110.0,23.0,0.035,1.7,0.31,0.29,7.4
1822,12.8,0.32,3.0,0.9911,100.0,31.0,0.03,4.1,0.29,0.42,8.2
1823,10.0,0.54,3.36,0.9964,231.0,34.0,0.054000000000000006,6.3,0.24,0.19,7.3
1824,9.0,0.32,3.22,0.9974,165.0,35.0,0.033,11.5,0.12,0.32,6.5
1825,10.4,0.6,3.42,0.9944,84.0,13.0,0.034,1.5,0.4,0.32,7.1
1826,9.0,0.32,3.22,0.9974,165.0,35.0,0.033,11.5,0.12,0.32,6.5
1827,10.0,0.54,3.36,0.9964,231.0,34.0,0.054000000000000006,6.3,0.24,0.19,7.3
1828,10.0,0.54,3.36,0.9963,240.0,35.0,0.051,6.3,0.23,0.17,7.3
1829,11.3,0.43,3.12,0.9948,167.0,41.0,0.031,11.2,0.24,0.44,7.7
1830,11.3,0.43,3.12,0.9948,167.0,41.0,0.031,11.2,0.24,0.44,7.7
1831,12.0,0.51,3.13,0.9953,153.0,34.0,0.03,15.1,0.24,0.49,7.4
1832,11.3,0.43,3.12,0.9948,167.0,41.0,0.031,11.2,0.24,0.44,7.7
1833,12.0,0.51,3.13,0.9953,153.0,34.0,0.03,15.1,0.24,0.49,7.4
1834,10.6,0.41,3.6,0.9949,160.0,43.0,0.044000000000000004,5.6,0.3,0.21,6.4
1835,9.3,0.56,2.99,0.9988,213.0,37.0,0.21100000000000002,12.6,0.42,0.55,8.0
1836,9.4,0.54,3.04,0.9954,104.0,27.0,0.12300000000000001,5.7,0.23,0.19,7.0
1837,11.0,0.64,3.27,0.992,102.0,37.0,0.037000000000000005,2.2,0.29,0.24,7.2
1838,9.3,0.55,3.44,0.9984,247.0,53.0,0.052000000000000005,11.0,0.36,0.34,6.5
1839,9.4,0.54,3.04,0.9954,104.0,27.0,0.12300000000000001,5.7,0.23,0.19,7.0
1840,10.5,0.51,3.42,0.9926,164.0,24.0,0.054000000000000006,1.0,0.33,0.18,6.9
1841,11.0,0.64,3.27,0.992,102.0,37.0,0.037000000000000005,2.2,0.29,0.24,7.2
1842,9.5,0.52,3.07,0.9976,249.0,96.0,0.039,11.8,0.31,0.18,8.2
1843,11.2,0.77,3.33,0.9972,139.0,32.0,0.059000000000000004,7.8,0.45,0.28,8.3
1844,12.3,0.62,3.29,0.991,94.0,21.0,0.028999999999999998,4.7,0.46,0.34,6.1
1845,9.0,0.44,3.27,0.998,157.0,44.0,0.049,11.5,0.2,0.44,7.4
1846,9.0,0.38,3.07,0.9966,180.0,62.0,0.040999999999999995,7.9,0.58,0.26,7.6
1847,9.0,0.44,3.27,0.998,157.0,44.0,0.049,11.5,0.2,0.44,7.4
1848,9.0,0.82,2.98,1.0007,243.0,34.0,0.052000000000000005,17.8,0.57,0.49,8.7
1849,11.4,0.42,3.25,0.992,189.0,48.0,0.042,1.7,0.25,0.24,7.0
1850,11.0,0.42,3.2,0.9925,181.0,50.0,0.046,1.6,0.25,0.25,7.1
1851,12.3,0.62,3.29,0.991,94.0,21.0,0.028999999999999998,4.7,0.46,0.34,6.1
1852,10.4,0.67,3.6,0.9934,127.0,36.0,0.049,1.6,0.31,0.18,6.4
1853,10.3,0.59,3.28,0.9955,107.0,16.0,0.057999999999999996,2.4,0.39,0.27,8.3
1854,10.5,0.55,3.29,0.9944,172.0,44.0,0.048,6.4,0.35,0.24,6.8
1855,9.8,0.45,3.14,0.9981,197.0,83.0,0.053,14.0,0.28,0.22,8.0
1856,10.0,0.46,3.11,0.9968,181.0,34.0,0.055999999999999994,1.6,0.42,0.91,10.0
1857,9.7,0.47,3.14,0.9946,176.0,13.0,0.055999999999999994,1.6,0.34,0.34,8.9
1858,9.7,0.47,3.13,0.9946,171.0,14.0,0.055999999999999994,1.4,0.34,0.33,8.9
1859,9.8,0.45,3.14,0.9981,197.0,83.0,0.053,14.0,0.28,0.22,8.0
1860,10.5,0.66,3.32,0.9946,161.0,57.0,0.046,4.7,0.19,0.18,6.7
1861,10.0,0.46,3.14,0.997,186.0,78.0,0.054000000000000006,10.2,0.28,0.2,7.8
1862,11.5,0.92,3.24,0.9924,104.0,22.0,0.054000000000000006,2.3,0.31,0.13,7.3
1863,9.5,0.39,3.24,0.9958,202.0,57.0,0.049,7.8,0.3,0.28,6.6
1864,10.5,0.61,3.43,0.9940000000000001,122.0,25.0,0.042,2.4,0.3,0.25,7.1
1865,10.2,0.43,3.12,0.9958,142.0,28.0,0.255,8.3,0.44,0.36,7.6
1866,9.8,0.5,3.34,0.9984,199.0,45.0,0.05,13.9,0.25,0.27,7.6
1867,11.6,0.37,3.1,0.9948,137.0,34.0,0.031,13.8,0.28,0.37,6.9
1868,11.8,0.38,3.15,0.9932,144.0,41.0,0.031,7.3,0.27,0.21,7.4
1869,10.1,0.37,3.04,0.9952,140.0,41.0,0.035,8.5,0.28,0.18,8.2
1870,10.3,0.5,3.31,0.9924,163.0,35.0,0.049,1.8,0.21,0.19,6.3
1871,10.4,0.49,3.34,0.9945,168.0,38.0,0.048,5.1,0.22,0.21,7.0
1872,8.9,0.46,3.09,0.9976,166.0,26.0,0.047,16.05,0.2,0.33,5.8
1873,8.9,0.46,3.09,0.9976,166.0,26.0,0.047,16.05,0.2,0.33,5.8
1874,10.8,0.31,3.06,0.9938,154.0,37.0,0.034,7.35,0.31,0.29,7.9
1875,9.2,0.6,3.38,0.9997,165.0,16.0,0.057999999999999996,16.05,0.38,0.31,6.6
1876,9.6,0.49,3.18,0.9940000000000001,140.0,48.0,0.053,2.0,0.3,0.19,8.0
1877,10.4,0.37,3.08,0.9921,78.0,21.0,0.032,1.2,0.36,0.2,8.0
1878,8.7,0.57,3.03,0.9986,248.0,41.0,0.043,14.0,0.26,0.25,8.0
1879,9.2,0.36,3.06,0.9987,103.0,14.0,0.043,16.2,0.61,0.2,7.2
1880,9.2,0.63,3.18,0.9991,213.0,45.0,0.045,14.3,0.42,0.3,7.7
1881,9.2,0.36,3.06,0.9987,103.0,14.0,0.043,16.2,0.61,0.2,7.2
1882,9.2,0.63,3.18,0.9991,213.0,45.0,0.045,14.3,0.42,0.3,7.7
1883,9.2,0.63,3.18,0.9991,213.0,45.0,0.045,14.3,0.42,0.3,7.7
1884,10.2,0.39,3.4,0.9948,124.0,34.0,0.028999999999999998,7.9,0.32,0.22,6.4
1885,9.2,0.36,3.06,0.9987,103.0,14.0,0.043,16.2,0.61,0.2,7.2
1886,9.0,0.32,3.2,0.993,107.0,39.0,0.036000000000000004,1.0,0.02,0.53,7.0
1887,9.7,0.43,3.37,0.9988,178.0,41.0,0.05,13.6,0.41,0.24,7.3
1888,9.6,0.42,3.34,1.0,185.0,50.0,0.049,17.85,0.4,0.24,7.2
1889,10.0,0.76,3.14,0.9932,112.0,24.0,0.036000000000000004,1.3,0.4,0.15,7.6
1890,9.2,0.63,3.18,0.9991,213.0,45.0,0.045,14.3,0.42,0.3,7.7
1891,9.1,0.64,3.18,0.9989,197.0,44.0,0.045,13.7,0.41,0.33,7.6
1892,8.7,0.41,3.3,1.0,142.0,40.0,0.046,18.3,0.31,0.24,6.8
1893,8.7,0.41,3.3,1.0,142.0,40.0,0.046,18.3,0.31,0.24,6.8
