__ID__,酒精,硫酸盐,PH,密度,总二氧化硫,游离二氧化硫,氯化物,残糖,柠檬酸,挥发性酸度,固定酸度
1413,10.1,0.9,3.04,0.9963,89.0,12.0,0.10400000000000001,2.0,0.25,0.57,9.9
1414,9.6,0.78,3.2,0.9994,15.0,3.0,0.077,2.2,0.59,0.32,10.0
1415,9.4,0.84,3.56,0.9966,18.0,8.0,0.065,1.6,0.0,0.58,6.2
1416,9.6,0.78,3.2,0.9994,15.0,3.0,0.077,2.2,0.59,0.32,10.0
1417,12.1,0.77,3.35,0.9952,37.0,21.0,0.064,2.5,0.33,0.34,7.3
1418,9.8,0.46,3.16,0.995,19.0,3.0,0.077,1.6,0.01,0.53,7.8
1419,9.9,0.45,3.27,0.9956,133.0,32.0,0.077,2.2,0.21,0.64,7.7
1420,9.8,0.46,3.16,0.995,19.0,3.0,0.077,1.6,0.01,0.53,7.8
1421,9.4,0.58,3.34,0.9965,58.0,24.0,0.079,1.6,0.18,0.4,7.5
1422,11.4,0.84,3.39,0.9956,55.0,39.0,0.079,2.1,0.0,0.54,7.0
1423,11.0,0.67,3.5,0.9968,31.0,14.0,0.12300000000000001,3.9,0.09,0.53,6.4
1424,9.6,0.7,3.26,0.9974,23.0,8.0,0.076,1.4,0.37,0.26,8.3
1425,9.6,0.7,3.26,0.9974,23.0,8.0,0.076,1.4,0.37,0.26,8.3
1426,12.1,0.71,3.41,0.9971,60.0,23.0,0.046,1.8,0.37,0.23,7.7
1427,11.2,0.58,3.3,0.9957,23.0,6.0,0.078,2.5,0.33,0.41,7.6
1428,11.0,0.63,3.31,0.9962,55.0,27.0,0.07200000000000001,1.9,0.0,0.64,7.8
1429,11.3,0.93,3.33,0.996,67.0,38.0,0.049,2.2,0.4,0.18,7.9
1430,10.4,0.62,3.37,0.9956,47.0,18.0,0.066,1.8,0.24,0.41,7.4
1431,9.9,0.54,3.26,0.9958,74.0,13.0,0.069,2.1,0.31,0.43,7.6
1432,11.7,0.85,3.48,0.9944,11.0,3.0,0.042,1.6,0.0,0.44,5.9
1433,10.1,0.74,3.42,0.9955,25.0,11.0,0.069,1.8,0.16,0.4,6.1
1434,9.0,0.77,3.18,1.00369,95.0,55.0,0.214,15.4,0.37,0.54,10.2
1435,9.0,0.77,3.18,1.00369,95.0,55.0,0.214,15.4,0.37,0.54,10.2
1436,8.5,0.65,3.15,0.9991399999999999,90.0,27.0,0.16899999999999998,1.6,0.38,0.38,10.0
1437,11.1,0.54,3.53,0.99577,39.0,15.0,0.07,4.8,0.29,0.915,6.8
1438,10.3,0.47,3.41,0.996,8.0,3.0,0.052000000000000005,1.7,0.0,0.59,7.0
1439,11.066666666666698,0.68,3.32,0.99566,92.0,31.0,0.07200000000000001,2.2,0.02,0.67,7.3
1440,11.3,0.73,3.23,0.9947,28.0,15.0,0.062,2.0,0.32,0.37,7.2
1441,9.56666666666667,0.52,3.16,0.99713,98.0,19.0,0.094,5.2,0.19,0.785,7.4
1442,9.8,0.75,3.4,0.9971200000000001,30.0,18.0,0.078,1.9,0.02,0.63,6.9
1443,11.7,0.49,3.38,0.9932200000000001,22.0,8.0,0.057999999999999996,1.75,0.2,0.58,6.9
1444,11.1,0.68,3.32,0.99566,92.0,31.0,0.07200000000000001,2.2,0.02,0.67,7.3
1445,9.6,0.52,3.16,0.99713,98.0,19.0,0.094,5.2,0.19,0.785,7.4
1446,9.8,0.75,3.4,0.9971200000000001,30.0,18.0,0.078,1.9,0.02,0.63,6.9
1447,9.7,0.74,3.4,0.9970100000000001,39.0,22.0,0.08,1.9,0.0,0.67,6.8
1448,9.7,0.73,3.4,0.9968299999999999,54.0,40.0,0.08,1.9,0.01,0.58,6.9
1449,11.3,0.76,3.23,0.99472,29.0,15.0,0.055999999999999994,2.0,0.31,0.38,7.2
1450,11.3,0.73,3.23,0.9947,28.0,15.0,0.062,2.0,0.32,0.37,7.2
1451,11.0,0.78,3.33,0.9973200000000001,17.0,8.0,0.10400000000000001,2.7,0.44,0.32,7.8
1452,11.6,0.76,3.35,0.99374,53.0,37.0,0.062,2.0,0.02,0.58,6.6
1453,9.0,0.58,3.41,0.9970600000000001,85.0,27.0,0.07400000000000001,1.9,0.33,0.49,7.6
1454,10.9,0.69,3.21,0.99974,23.0,7.0,0.073,2.2,0.63,0.45,11.7
1455,10.9,0.63,3.5,0.99467,17.0,9.0,0.052000000000000005,1.6,0.0,0.9,6.5
1456,10.55,0.5,3.3,0.99236,89.0,38.0,0.05,1.8,0.06,0.54,6.0
1457,9.0,0.58,3.41,0.9970600000000001,85.0,27.0,0.07400000000000001,1.9,0.33,0.49,7.6
1458,10.5,0.6,3.39,0.99603,20.0,8.0,0.067,1.7,0.4,0.29,8.4
1459,11.9,0.8,3.32,0.9945799999999999,15.0,7.0,0.054000000000000006,1.7,0.35,0.2,7.9
1460,10.4,0.68,3.41,0.99724,64.0,34.0,0.054000000000000006,2.3,0.09,0.42,6.4
1461,10.0,0.61,3.59,0.99664,13.0,6.0,0.06,2.1,0.0,0.785,6.2
1462,10.4,0.58,3.36,0.99545,31.0,14.0,0.075,2.3,0.03,0.64,6.8
1463,10.8,0.53,3.34,0.9952200000000001,39.0,14.0,0.076,2.4,0.01,0.63,6.9
1464,9.7,0.67,3.41,0.9958,53.0,34.0,0.063,1.7,0.1,0.59,6.8
1465,9.7,0.67,3.41,0.9958,53.0,34.0,0.063,1.7,0.1,0.59,6.8
1466,10.0,0.65,3.3,0.9972799999999999,54.0,31.0,0.062,2.1,0.32,0.48,7.3
1467,11.0,0.57,3.52,0.9964799999999999,32.0,19.0,0.067,2.3,0.08,1.04,6.7
1468,10.0,0.65,3.3,0.9972799999999999,54.0,31.0,0.062,2.1,0.32,0.48,7.3
1469,9.7,0.55,3.31,0.99705,49.0,20.0,0.061,2.1,0.05,0.98,7.3
1470,9.7,0.47,2.88,0.9957799999999999,24.0,8.0,0.084,1.4,0.11,0.69,10.0
1471,12.6,0.52,3.43,0.99334,16.0,8.0,0.067,3.75,0.08,0.7,6.7
1472,11.1,0.79,3.38,0.99656,44.0,23.0,0.073,2.6,0.6,0.35,7.6
1473,11.0,0.54,3.38,0.99336,45.0,14.0,0.071,1.8,0.08,0.6,6.1
1474,8.8,0.75,3.16,1.00242,82.0,48.0,0.205,13.8,0.5,0.5,9.9
1475,13.566666666666698,0.88,3.54,0.99182,89.0,16.0,0.048,2.2,0.11,0.47,5.3
1476,8.8,0.75,3.16,1.00242,82.0,48.0,0.205,13.8,0.5,0.5,9.9
1477,13.6,0.88,3.54,0.99182,89.0,16.0,0.048,2.2,0.11,0.47,5.3
1478,10.2,0.52,3.4,0.99808,14.0,3.0,0.08199999999999999,5.7,0.05,0.875,7.1
1479,10.6,0.68,3.39,0.99828,22.0,10.0,0.10400000000000001,3.0,0.6,0.28,8.2
1480,10.1,0.62,3.66,0.99498,13.0,6.0,0.08,1.5,0.03,0.62,5.6
1481,10.6,0.68,3.39,0.99828,22.0,10.0,0.10400000000000001,3.0,0.6,0.28,8.2
1482,10.3,0.57,3.33,0.9971899999999999,9.0,3.0,0.114,2.1,0.54,0.58,7.2
1483,10.7,0.61,3.35,0.9954200000000001,12.0,6.0,0.042,1.5,0.44,0.33,8.1
1484,10.9,0.64,3.53,0.99592,11.0,4.0,0.06,2.0,0.06,0.91,6.8
1485,9.7,0.55,3.37,0.9960600000000001,25.0,8.0,0.07400000000000001,2.1,0.16,0.655,7.0
1486,10.3,0.6,3.38,0.99546,23.0,9.0,0.07,2.1,0.21,0.68,6.8
1487,10.6,0.78,3.52,0.9949600000000001,17.0,9.0,0.066,1.9,0.05,0.64,6.0
1488,11.4,0.58,3.72,0.9942,13.0,5.0,0.049,1.7,0.04,0.54,5.6
1489,10.8,0.76,3.44,0.9944799999999999,11.0,4.0,0.048,2.1,0.1,0.57,6.2
1490,12.4,0.56,3.39,0.99344,18.0,8.0,0.039,1.8,0.49,0.22,7.1
1491,11.4,0.58,3.72,0.9942,13.0,5.0,0.049,1.7,0.04,0.54,5.6
1492,11.95,0.54,3.57,0.9934799999999999,18.0,6.0,0.05,1.6,0.06,0.65,6.2
1493,9.7,0.59,3.26,0.99636,147.0,23.0,0.08900000000000001,1.9,0.26,0.54,7.7
1494,10.0,0.7,3.42,0.99459,28.0,15.0,0.066,1.4,0.09,0.31,6.4
1495,10.6,0.81,3.35,0.99492,28.0,15.0,0.08,1.9,0.02,0.43,7.0
1496,9.7,0.59,3.26,0.99636,147.0,23.0,0.08900000000000001,1.9,0.26,0.54,7.7
1497,11.5,0.63,3.45,0.99508,16.0,7.0,0.054000000000000006,2.3,0.03,0.74,6.9
1498,10.8,0.58,3.53,0.99582,13.0,7.0,0.068,2.3,0.04,0.895,6.6
1499,11.5,0.63,3.45,0.99508,16.0,7.0,0.054000000000000006,2.3,0.03,0.74,6.9
1500,9.6,0.53,3.26,0.99508,15.0,8.0,0.076,1.5,0.04,0.725,7.5
1501,9.4,0.53,3.16,0.9964200000000001,64.0,21.0,0.083,4.3,0.29,0.82,7.8
1502,9.8,0.54,3.31,0.9963799999999999,60.0,15.0,0.078,2.4,0.18,0.585,7.3
1503,11.0,0.69,3.51,0.99555,14.0,6.0,0.077,2.5,0.39,0.44,6.2
1504,11.4,0.55,3.36,0.99605,12.0,5.0,0.106,2.3,0.57,0.38,7.5
1505,9.95,0.63,3.55,0.996,12.0,6.0,0.078,1.8,0.02,0.76,6.7
1506,10.8,0.66,3.51,0.9956200000000001,14.0,6.0,0.07,2.0,0.05,0.81,6.8
1507,11.4,0.55,3.36,0.99605,12.0,5.0,0.106,2.3,0.57,0.38,7.5
1508,10.6,0.72,3.38,0.9981399999999999,25.0,17.0,0.07400000000000001,2.1,0.6,0.27,7.1
1509,11.1,0.7,3.28,0.9941,20.0,7.0,0.062,1.8,0.4,0.18,7.9
1510,9.7,0.77,3.47,0.99661,48.0,26.0,0.047,2.2,0.21,0.36,6.4
1511,9.8,0.67,3.44,0.9971200000000001,27.0,19.0,0.068,2.1,0.04,0.69,7.1
1512,10.4,0.65,3.53,0.9958799999999999,17.0,11.0,0.061,2.2,0.04,0.79,6.4
1513,10.5,0.6,3.33,0.9929399999999999,65.0,17.0,0.078,1.8,0.15,0.56,6.4
1514,9.23333333333333,0.72,3.53,0.9984200000000001,65.0,16.0,0.07400000000000001,4.1,0.21,0.84,6.9
1515,9.25,0.72,3.53,0.9984200000000001,65.0,16.0,0.07400000000000001,4.1,0.21,0.84,6.9
1516,10.6,0.97,3.42,0.9963299999999999,58.0,23.0,0.071,2.3,0.25,0.32,6.1
1517,10.3,0.83,3.38,0.9948899999999999,44.0,29.0,0.063,2.0,0.06,0.53,6.5
1518,10.5,0.63,3.32,0.9964700000000001,20.0,7.0,0.114,2.2,0.46,0.47,7.4
1519,10.2,0.58,3.44,0.99665,27.0,14.0,0.106,2.6,0.08,0.7,6.6
1520,10.3,0.83,3.38,0.9948899999999999,44.0,29.0,0.063,2.0,0.06,0.53,6.5
1521,9.05,0.43,3.39,0.99585,23.0,9.0,0.08199999999999999,1.9,0.2,0.48,6.9
1522,10.6,0.97,3.42,0.9963299999999999,58.0,23.0,0.071,2.3,0.25,0.32,6.1
1523,10.4,0.6,3.34,0.9953,61.0,29.0,0.076,2.0,0.25,0.48,6.8
1524,10.0,0.78,3.39,0.9952200000000001,47.0,22.0,0.075,2.0,0.19,0.42,6.0
1525,9.7,0.64,3.33,0.9955200000000001,34.0,18.0,0.064,2.1,0.08,0.48,6.7
1526,9.6,0.65,3.3,0.9955299999999999,38.0,18.0,0.064,2.2,0.08,0.47,6.8
1527,10.8,0.66,3.29,0.9951,24.0,15.0,0.071,1.7,0.07,0.53,7.1
1528,10.1,0.67,3.31,0.9971399999999999,59.0,21.0,0.096,2.2,0.49,0.29,7.9
1529,10.2,0.6,3.42,0.99608,52.0,42.0,0.063,2.1,0.08,0.69,7.1
1530,11.3,0.69,3.42,0.99444,18.0,9.0,0.063,2.2,0.09,0.44,6.6
1531,10.2,0.66,3.6,0.99631,28.0,13.0,0.081,2.8,0.1,0.705,6.1
1532,9.9,0.68,3.21,0.9957299999999999,22.0,18.0,0.057999999999999996,2.0,0.13,0.53,7.2
1533,9.0,0.61,3.39,0.9971700000000001,84.0,32.0,0.07400000000000001,1.9,0.3,0.39,8.0
1534,11.7,0.62,3.42,0.99397,29.0,13.0,0.064,2.4,0.14,0.56,6.6
1535,9.7,0.59,3.36,0.9959,35.0,15.0,0.075,2.2,0.13,0.55,7.0
1536,10.3,0.68,3.6,0.9952799999999999,45.0,24.0,0.077,1.9,0.08,0.53,6.1
1537,10.2,0.64,3.5,0.99484,31.0,20.0,0.059000000000000004,1.9,0.08,0.58,5.4
1538,12.0,0.63,3.57,0.9953799999999999,26.0,15.0,0.081,2.5,0.09,0.64,6.2
1539,9.9,0.78,3.46,0.9971399999999999,60.0,34.0,0.065,1.8,0.32,0.39,7.2
1540,11.6,0.63,3.56,0.99646,32.0,11.0,0.071,4.4,0.08,0.52,6.2
1541,10.9,0.76,3.4,0.99666,49.0,19.0,0.054000000000000006,2.2,0.29,0.25,7.4
1542,10.75,0.56,3.3,0.99472,38.0,29.0,0.064,1.9,0.02,0.855,6.7
1543,10.4,0.57,3.25,0.9975799999999999,19.0,14.0,0.064,2.2,0.42,0.44,11.1
1544,11.2,0.81,3.17,0.9955,19.0,12.0,0.063,2.3,0.43,0.37,8.4
1545,10.1,0.64,3.36,0.99531,28.0,16.0,0.059000000000000004,1.8,0.33,0.63,6.5
1546,10.2,0.61,3.36,0.99575,26.0,17.0,0.07200000000000001,2.0,0.02,0.57,7.0
1547,12.1,0.51,3.55,0.99306,26.0,12.0,0.048,1.6,0.1,0.6,6.3
1548,10.4,0.58,3.1,0.9978299999999999,50.0,19.0,0.099,2.0,0.5,0.4,11.2
1549,11.4,0.7,3.24,0.99419,24.0,17.0,0.07400000000000001,1.8,0.3,0.36,7.4
1550,9.5,0.53,3.45,0.9978299999999999,26.0,17.0,0.087,2.3,0.0,0.68,7.1
1551,9.4,0.54,3.44,0.9976799999999999,27.0,18.0,0.083,2.3,0.0,0.67,7.1
1552,11.3,0.66,3.51,0.9958600000000001,54.0,32.0,0.10300000000000001,3.7,0.01,0.68,6.3
1553,9.4,0.6,3.41,0.99765,28.0,18.0,0.08,2.2,0.0,0.735,7.3
1554,11.0,0.6,3.54,0.9962700000000001,23.0,15.0,0.062,2.4,0.02,0.855,6.6
1555,10.55,0.68,3.44,0.9951399999999999,24.0,15.0,0.065,1.7,0.17,0.56,7.0
1556,9.9,0.56,3.53,0.99636,20.0,12.0,0.066,2.2,0.04,0.88,6.6
1557,11.0,0.6,3.54,0.9962700000000001,23.0,15.0,0.062,2.4,0.02,0.855,6.6
1558,9.5,0.56,3.22,0.99787,115.0,66.0,0.235,6.7,0.33,0.63,6.9
1559,9.9,0.52,3.21,0.9962200000000001,131.0,31.0,0.08,2.0,0.26,0.6,7.8
1560,9.9,0.52,3.21,0.9962200000000001,131.0,31.0,0.08,2.0,0.26,0.6,7.8
1561,9.9,0.52,3.21,0.9962200000000001,131.0,31.0,0.08,2.0,0.26,0.6,7.8
1562,10.1,0.54,3.29,0.99546,20.0,12.0,0.076,2.0,0.13,0.695,7.2
1563,10.1,0.54,3.29,0.99546,20.0,12.0,0.076,2.0,0.13,0.695,7.2
1564,10.1,0.54,3.29,0.99546,20.0,12.0,0.076,2.0,0.13,0.695,7.2
1565,10.9,0.82,3.39,0.9948899999999999,42.0,26.0,0.061,1.9,0.02,0.67,6.7
1566,11.2,0.71,3.34,0.9949399999999999,52.0,24.0,0.059000000000000004,2.1,0.64,0.16,6.7
1567,10.1,0.54,3.29,0.99546,20.0,12.0,0.076,2.0,0.13,0.695,7.2
1568,9.2,0.59,3.34,0.99629,42.0,25.0,0.077,1.6,0.13,0.56,7.0
1569,11.5,0.57,3.48,0.9939600000000001,34.0,15.0,0.055999999999999994,1.9,0.14,0.51,6.2
1570,12.4,0.93,3.37,0.9934,35.0,19.0,0.23,2.2,0.53,0.36,6.4
1571,11.1,0.65,3.44,0.9951399999999999,25.0,15.0,0.038,2.2,0.14,0.38,6.4
1572,9.5,0.51,3.33,0.9963200000000001,104.0,35.0,0.069,2.2,0.32,0.69,7.3
1573,12.5,0.67,3.58,0.99467,50.0,15.0,0.075,2.4,0.2,0.58,6.0
1574,10.5,0.48,3.39,0.99677,92.0,23.0,0.07400000000000001,13.9,0.78,0.31,5.6
1575,11.8,0.64,3.26,0.99474,20.0,12.0,0.06,2.2,0.4,0.52,7.5
1576,10.8,0.78,3.3,0.9958799999999999,29.0,16.0,0.081,1.6,0.63,0.3,8.0
1577,11.9,0.6,3.54,0.9962200000000001,27.0,13.0,0.076,5.1,0.15,0.7,6.2
1578,11.3,0.67,3.42,0.9954,20.0,13.0,0.11800000000000001,1.8,0.15,0.67,6.8
1579,11.3,0.6,3.54,0.9940200000000001,32.0,24.0,0.053,1.7,0.09,0.56,6.2
1580,11.9,0.6,3.36,0.9947,26.0,9.0,0.068,2.4,0.33,0.35,7.4
1581,11.3,0.6,3.54,0.9940200000000001,32.0,24.0,0.053,1.7,0.09,0.56,6.2
1582,11.9,0.5,3.57,0.9936200000000001,27.0,13.0,0.053,2.6,0.1,0.715,6.1
1583,9.8,0.62,3.33,0.9957799999999999,98.0,32.0,0.07400000000000001,2.1,0.29,0.46,6.2
1584,11.6,0.8,3.29,0.99484,34.0,24.0,0.061,2.4,0.44,0.32,6.7
1585,11.5,0.84,3.3,0.9949399999999999,48.0,22.0,0.066,2.6,0.44,0.39,7.2
1586,11.4,0.85,3.34,0.99492,60.0,34.0,0.065,2.4,0.41,0.31,7.5
1587,10.9,0.66,3.55,0.9948299999999999,28.0,18.0,0.066,1.8,0.11,0.61,5.8
1588,12.8,0.78,3.27,0.9941399999999999,102.0,34.0,0.068,2.5,0.33,0.66,7.2
1589,9.2,0.54,3.29,0.9977,79.0,29.0,0.073,7.8,0.2,0.725,6.6
1590,11.6,0.82,3.32,0.9931399999999999,35.0,26.0,0.077,1.8,0.15,0.55,6.3
1591,11.6,0.56,3.67,0.9940200000000001,26.0,16.0,0.08900000000000001,1.7,0.09,0.74,5.4
1592,11.0,0.75,3.42,0.99574,40.0,29.0,0.076,2.3,0.13,0.51,6.3
1593,9.5,0.82,3.42,0.99651,38.0,28.0,0.068,1.9,0.08,0.62,6.8
1594,10.5,0.58,3.45,0.9949,44.0,32.0,0.09,2.0,0.08,0.6,6.2
1595,11.2,0.76,3.52,0.9951200000000001,51.0,39.0,0.062,2.2,0.1,0.55,5.9
1596,11.0,0.75,3.42,0.99574,40.0,29.0,0.076,2.3,0.13,0.51,6.3
1597,10.2,0.71,3.57,0.9954700000000001,44.0,32.0,0.075,2.0,0.12,0.645,5.9
1598,11.0,0.66,3.39,0.99549,42.0,18.0,0.067,3.6,0.47,0.31,6.0
